StockCode,GrossRevenue,UnitsSold,SalesLines,SalesOrders,Description,ProductCategory,CommercialProduct,RevenueShare
85226A,933.07,1714,151,144,WHITE/BLUE PULL BACK RACING CAR,Merchandise,True,0.004463845452629932
82001s,932.98,125,29,29,SILVER RECORD COVER FRAME,Merchandise,True,0.004463414888909378
20903,932.5,189,87,86,VINTAGE KEEPSAKE BOX TRAVELOGUE,Merchandise,True,0.004461118549066427
85019A,932.04,651,50,49,ROMANTIC IMAGES NOTEBOOK SET,Merchandise,True,0.004458917890050265
47504E,931.86,4387,48,48,ENGLISH ROSE SCISSORS,Merchandise,True,0.004458056762609158
35954,931.55,2325,121,111,SMALL FOLKART STAR CHRISTMAS DEC,Merchandise,True,0.004456573709793919
20775,931.55,3606,115,112,DAISY NOTEBOOK ,Merchandise,True,0.004456573709793919
23179,930.48,324,53,53,CLOCK MAGNET MUM'S KITCHEN,Merchandise,True,0.004451454785560674
20831,927.96,474,80,79,GOLD PHOTO FRAME,Merchandise,True,0.004439399001385182
37330,927.4599999999999,517,28,28,SPOTS MUG,Merchandise,True,0.0044370069807154406
21724,926.4699999999999,1038,187,178,PANDA AND BUNNIES STICKER SHEET,Merchandise,True,0.004432270779789354
23099,925.35,137,59,58,FRENCH CARRIAGE LANTERN,Merchandise,True,0.004426912653489135
22936,925.22,288,54,50,BAKING MOULD ROSE WHITE CHOCOLATE,Merchandise,True,0.004426290728115002
72800C,924.84,660,80,78,4 PINK DINNER CANDLE SILVER FLOCK,Merchandise,True,0.004424472792406
22703,923.91,514,166,165,PINK CAT BOWL,Merchandise,True,0.004420023633960281
21264,923.76,392,69,68,WHITE GOOSE FEATHER TREE 60CM ,Merchandise,True,0.0044193060277593595
82607A,923.72,663,159,159,GLASS BONBON JAR PARFUME AUX FLEURE,Merchandise,True,0.00441911466610578
22647,922.99,1059,83,82,CERAMIC LOVE HEART MONEY BANK,Merchandise,True,0.004415622315927958
85130B,921.69,912,84,83,BEADED CRYSTAL HEART GREEN LARGE,Merchandise,True,0.0044094030621866336
84826,920.08,1794,54,51,ASSTD DESIGN 3D PAPER STICKERS,Merchandise,True,0.004401700755630068
85121C,918.91,98,53,53,RETRO LAUNDRY TUB PISTACHIO,Merchandise,True,0.0043961034272628745
72529W,918.75,464,47,47,WHITE ADVENT CANDLE,Merchandise,True,0.004395337980648557
21702,918.6800000000001,2636,8,8,SET 5 MINI GATEAUX  FRIDGE MAGNETS,Merchandise,True,0.004395003097754794
72045D,918.65,539,6,6,ROSES ON BLUE TEACUP CANDLE ,Merchandise,True,0.00439485957651461
84600,918.27,108,52,52,NEW BAROQUE JEWELLERY BOX ,Merchandise,True,0.004393041640805606
23338,915.4000000000001,431,109,109,EGG FRYING PAN RED ,Merchandise,True,0.004379311442161295
21007,914.67,1927,48,48,ETCHED GLASS DROPLET DECORATION,Merchandise,True,0.0043758190919834725
23002,914.37,2119,194,192,TRAVEL CARD WALLET SKULLS,Merchandise,True,0.004374383879581629
85214,914.28,531,176,169,TUB 24 PINK FLOWER PEGS,Merchandise,True,0.004373953315861076
46000P,913.75,215,50,49,POLYESTER FILLER PAD 65CMx65CM,Merchandise,True,0.00437141777395115
46776C,913.52,260,99,96,WOVEN FROST CUSHION COVER,Merchandise,True,0.0043703174444430695
21320,913.34,398,57,56,GLASS CHALICE GREEN  LARGE ,Merchandise,True,0.004369456317001963
21676,909.87,1212,162,159,FLOWERS  STICKERS,Merchandise,True,0.004352855693553963
23413,909.31,173,58,58,VINTAGE COFFEE GRINDER BOX,Merchandise,True,0.004350176630403852
37482P,908.86,668,85,83,CUBIC MUG PINK POLKADOT,Merchandise,True,0.004348023811801086
72349b,907.35,218,121,112,SET/6 PURPLE BUTTERFLY T-LIGHTS,Merchandise,True,0.0043407999093784694
22164,906.8300000000002,322,51,49,STRING OF STARS CARD HOLDER,Merchandise,True,0.0043383122078819395
22707,905.94,2157,83,83,WRAP MONSTER FUN ,Merchandise,True,0.004334054411089801
23004,903.16,2002,224,221,TRAVEL CARD WALLET PANTRY,Merchandise,True,0.004320754776166042
22248,903.16,1014,180,173,DECORATION  PINK CHICK MAGIC GARDEN,Merchandise,True,0.004320754776166042
35598B,902.92,958,61,57,BLACK CHRISTMAS TREE 60CM,Merchandise,True,0.004319606606244567
21444,902.0300000000001,291,36,36,BLUE CHALET BIRDFEEDER,Merchandise,True,0.004315348809452428
20757,901.75,5360,83,78,RED DAISY POCKET BOOK ,Merchandise,True,0.004314009277877374
84086C,901.59,301,92,88,PINK/PURPLE RETRO RADIO,Merchandise,True,0.004313243831263056
23532,901.58,210,31,31,WALL ART WORK REST AND PLAY  ,Merchandise,True,0.004313195990849662
21318,900.42,972,94,93,GLASS CHALICE BLUE SMALL ,Merchandise,True,0.004307646502895862
21480,899.5200000000001,285,58,57,PINK STRIPE HOT WATER BOTTLE,Merchandise,True,0.00430334086569033
84660B,899.48,745,61,61,BLACK STITCHED WALL CLOCK,Merchandise,True,0.004303149504036751
84820,899.37,323,54,54,DANISH ROSE TRINKET TRAYS,Merchandise,True,0.004302623259489408
20941,898.79,999,126,124,FROG CANDLE,Merchandise,True,0.004299848515512508
21220,898.72,663,163,159,SET/4 BADGES DOGS,Merchandise,True,0.004299513632618744
20913,898.7199999999999,314,43,43,SET/5 BLUE SPOTTY LID GLASS BOWLS,Merchandise,True,0.004299513632618744
21147,896.86,488,127,118,JINGLE BELLS TREE DECORATION,Merchandise,True,0.004290615315727309
23502,896.41,714,95,94,PLAYING CARDS VINTAGE DOILY ,Merchandise,True,0.004288462497124542
17109B,896.3399999999999,4542,17,17,FLOWER FAIRY INCENSE LAVENDER,Merchandise,True,0.004288127614230778
21062,896.27,1077,139,136,PARTY INVITES SPACEMAN,Merchandise,True,0.004287792731337015
85031B,896.09,496,85,85,BLOSSOM IMAGES SCRAP BOOK SET,Merchandise,True,0.004286931603895909
84760L,896.0,560,1,1,LARGE HANGING GLASS+ZINC LANTERN,Merchandise,True,0.004286501040175355
90200C,895.84,211,103,98,BLUE SWEETHEART BRACELET,Merchandise,True,0.004285735593561038
20759,895.38,5782,65,63,CHRYSANTHEMUM POCKET BOOK ,Merchandise,True,0.004283534934544877
23472,894.42,58,33,33, NINE DRAWER OFFICE TIDY,Merchandise,True,0.004278942254858974
84666,892.7,226,33,33,SQUARE CHERRY BLOSSOM CABINET,Merchandise,True,0.004270713703755066
20803,891.26,1154,86,84,SMALL PINK GLASS SUNDAE DISH,Merchandise,True,0.004263824684226213
90200E,890.95,213,94,91,GREEN SWEETHEART BRACELET,Merchandise,True,0.004262341631410974
85194S,889.46,1760,133,131,HANGING SPRING FLOWER EGG SMALL,Merchandise,True,0.004255213409815147
17012B,885.02,728,131,126,ORIGAMI JASMINE INCENSE/CANDLE SET,Merchandise,True,0.004233972266267849
20991,884.5600000000002,7084,32,32,JAZZ HEARTS MAGNETIC MEMO PAD,Merchandise,True,0.004231771607251689
22486,881.9,106,41,40,PLASMATRONIC LAMP,Merchandise,True,0.004219046057288667
84974,879.55,89,58,57,S/2 ZINC HEART DESIGN PLANTERS,Merchandise,True,0.0042078035601408855
72799A,877.8000000000001,612,18,18,BLACK PILLAR CANDLE SILVER FLOCK,Merchandise,True,0.004199431487796793
23423,876.9,219,66,66,PANTRY 3 HOOK ROLLING PIN HANGER,Merchandise,True,0.00419512585059126
21185,876.29,132,44,44, HOME SWEET HOME  BLACKBOARD,Merchandise,True,0.004192207585374176
84925F,875.66,715,35,34,PSYCHEDELIC WALL THERMOMETER,Merchandise,True,0.004189193639330303
21270,874.43,76,52,51,ANTIQUE CREAM CUTLERY CUPBOARD,Merchandise,True,0.004183309268482741
21635,873.99,403,45,42,MADRAS NOTEBOOK LARGE ,Merchandise,True,0.004181204290293368
21338,873.25,199,14,13,MARAKESH LANTERN SMALL ,Merchandise,True,0.004177664099702153
85165,872.76,90,58,58,CANDY PINK FRENCH BOUDOIR CLOCK,Merchandise,True,0.004175319919445806
23479,872.38,113,44,44,WIRE EGG BASKET ,Merchandise,True,0.004173501983736803
21293,872.34,343,86,85,MIRRORED DOVE WALL DECORATION,Merchandise,True,0.004173310622083225
20897,872.3100000000001,358,77,75,VINTAGE NOTEBOOK PARIS DAYS,Merchandise,True,0.004173167100843041
21414,870.89,1637,37,36,SCALLOP SHELL SOAP DISH,Merchandise,True,0.004166373762140976
22547,869.95,2032,198,189,MINI JIGSAW DINOSAUR ,Merchandise,True,0.004161876763281864
23220,869.1500000000001,993,104,103,REINDEER HEART DECORATION GOLD,Merchandise,True,0.004158049530210279
21128,868.25,129,59,57,GOLD FISHING GNOME,Merchandise,True,0.004153743893004746
17033,867.8399999999999,3280,69,69,"BROCADE PURSE,SMALL ARCH BUTTON",Merchandise,True,0.004151782436055558
20936,867.0000000000001,340,78,76,FORKED CACTUS CANDLE,Merchandise,True,0.004147763841330394
85166B,864.1,510,38,38,BLACK METAL BAROQUE PHOTO FRAME,Merchandise,True,0.004133890121445898
85161,863.85,51,33,32,ACRYLIC GEOMETRIC LAMP,Merchandise,True,0.004132694111111028
21255,860.08,476,96,96,"FRENCH BOTTLE , LAVENDER",Merchandise,True,0.004114658275261183
84632,859.25,15,11,11,DECORATIVE HANGING SHELVING UNIT,Merchandise,True,0.004110687520949413
84849A,855.54,483,106,103,HELLO SAILOR BLUE SOAP HOLDER,Merchandise,True,0.004092938727579937
21376,855.36,184,47,46,LARGE  TALL CAMPHOR WOOD TOADSTOOL ,Merchandise,True,0.00409207760013883
84660A,855.26,860,51,51,WHITE STITCHED WALL CLOCK,Merchandise,True,0.004091599196004882
84578,854.91,222,114,112,ELEPHANT TOY WITH BLUE T-SHIRT,Merchandise,True,0.004089924781536063
21478,854.23,204,93,92,SILVER SKULL HOT WATER BOTTLE ,Merchandise,True,0.004086671633425216
22820,852.9300000000001,1365,112,110,GIFT BAG BIRTHDAY,Merchandise,True,0.00408045237968389
85071C,852.53,1291,143,141,"CHARLIE+LOLA""EXTREMELY BUSY"" SIGN",Merchandise,True,0.004078538763148097
47563A,852.19,346,154,151,RETRO LONGBOARD IRONING BOARD COVER,Merchandise,True,0.004076912189092674
22510,851.57,324,92,90,GINGHAM BABUSHKA DOORSTOP,Merchandise,True,0.004073946083462196
20756,851.5600000000001,5728,64,64,GREEN FERN POCKET BOOK,Merchandise,True,0.004073898243048801
21458,849.24,768,88,88,2 PICTURE BOOK EGGS EASTER BUNNY,Merchandise,True,0.004062799267141204
47367B,849.1700000000001,246,99,95,PAIR PADDED HANGERS PINK CHECK,Merchandise,True,0.00406246438424744
90161C,849.0,170,101,100,ANT COPPER LIME BOUDICCA BRACELET,Merchandise,True,0.004061651097219728
84951A,848.76,622,135,135,SET OF 4 PISTACHIO LOVEBIRD COASTER,Merchandise,True,0.004060502927298253
85208,845.34,424,90,87,SET/12 FUNKY FELT FLOWER PEG IN BAG,Merchandise,True,0.004044141505917226
22229,845.3,1007,189,185,BUNNY WOODEN PAINTED WITH FLOWER ,Merchandise,True,0.004043950144263647
21375,845.0899999999999,137,64,61,LARGE CAMPHOR WOOD FIELD MUSHROOM ,Merchandise,True,0.004042945495582356
84509a,844.74,113,75,75,SET OF 4 ENGLISH ROSE PLACEMATS,Merchandise,True,0.004041271081113538
37423,843.88,6168,70,70,WHITE WITH BLACK CATS PLATE,Merchandise,True,0.004037156805561584
21719,841.9599999999999,938,151,141,LOVELY BONBON STICKER SHEET,Merchandise,True,0.004027971446189779
21300,841.7,53,12,12,ANTIQUE EDWARDIAN DRESSER,Merchandise,True,0.004026727595441514
17107D,841.5,330,91,86,"FLOWER FAIRY,5 SUMMER B'DRAW LINERS",Merchandise,True,0.004025770787173618
23564,841.31,644,76,76,EGG CUP MILKMAID INGRID,Merchandise,True,0.004024861819319115
84782A,840.45,119,26,26,PINK 3 TIER GLASS PLATE STAND,Merchandise,True,0.004020747543767162
23551,839.8399999999999,1840,138,136,PACK OF 12 PAISLEY PARK TISSUES ,Merchandise,True,0.004017829278550078
20894,839.1,271,82,79,HANGING BAUBLE T-LIGHT HOLDER LARGE,Merchandise,True,0.004014289087958862
85231L,838.3499999999999,1039,118,116,LAVENDER SCENTED SET/9 T-LIGHTS,Merchandise,True,0.0040107010569542505
17039,837.88,3707,43,43,INLAID WOOD INCENSE HOLDER,Merchandise,True,0.004008452557524695
84762B,837.77,113,48,48,PINK PICNIC BARBECUE BUCKET,Merchandise,True,0.004007926312977352
21552,837.6,165,36,35,CERAMIC BIRDHOUSE BLACK ROSE  LARGE,Merchandise,True,0.0040071130259496405
40018E,837.02,384,81,81,TEA TIME PAPER LANTERNS,Merchandise,True,0.004004338281972741
20776,832.66,3258,85,84,ABSTRACT CIRCLES NOTEBOOK,Merchandise,True,0.003983479861732602
82613C,832.56,775,192,187,"METAL SIGN,CUPCAKE SINGLE HOOK",Merchandise,True,0.003983001457598653
85196,831.04,1564,71,71,EASTER BUNNIES ON A STICK,Merchandise,True,0.003975729714762641
85213,830.66,1379,81,80,MINI  ZINC GARDEN DECORATIONS ,Merchandise,True,0.0039739117790536386
22135,829.43,1661,329,317,MINI LADLE LOVE HEART PINK,Merchandise,True,0.003968027408206076
21654,828.91,1189,84,82,RIDGED GLASS FINGER BOWL,Merchandise,True,0.0039655397067095465
23017,826.28,67,22,22,APOTHECARY MEASURING JAR,Merchandise,True,0.00395295767798671
20699,825.81,300,94,88,MOUSEY LONG LEGS SOFT TOY,Merchandise,True,0.003950709178557154
85188A,824.9699999999999,944,105,105,GREEN METAL SWINGING BUNNY,Merchandise,True,0.003946690583831989
21551,824.95,169,22,22,CERAMIC BIRDHOUSE BUTTERFLY LARGE,Merchandise,True,0.0039465949030052004
79342B,824.9499999999999,119,34,34,BROWN FLOWER LIGHTS,Merchandise,True,0.0039465949030052
21374,824.67,474,72,71,MIRRORED WALL ART SKULLS,Merchandise,True,0.003945255371430145
84534B,824.5799999999999,870,196,187,FAIRY CAKE NOTEBOOK A5 SIZE,Merchandise,True,0.0039448248077095915
84920,824.13,206,90,88,PINK FLOWER FABRIC PONY,Merchandise,True,0.003942671989106825
22825,822.87,103,40,38,DECORATIVE PLANT POT WITH FRIEZE,Merchandise,True,0.003936644097019078
23186,819.4599999999999,1982,71,70,FRENCH STYLE STORAGE JAR CAFE ,Merchandise,True,0.003920330516051446
22344,819.18,1593,135,133,PARTY PIZZA DISH PINK POLKADOT,Merchandise,True,0.003918990984476392
20769,819.01,442,82,79,DAISY JOURNAL ,Merchandise,True,0.00391817769744868
17012A,818.7099999999999,731,99,95,ORIGAMI VANILLA INCENSE/CANDLE SET ,Merchandise,True,0.003916742485046836
85187,818.13,480,113,109,S/12 MINI RABBIT EASTER,Merchandise,True,0.003913967741069936
22289,817.48,764,78,76,"DECORATION , HANGING METAL CHICKEN",Merchandise,True,0.003910858114199274
23324,816.0400000000001,399,44,44,RUSTIC STRAWBERRY JAM POT LARGE ,Merchandise,True,0.0039039690946704206
23106,815.59,291,53,53,ZINC HEARTS PLANT POT HOLDER,Merchandise,True,0.0039018162760676538
37333,815.0,147,60,58,"RETRO ""TEA FOR ONE"" ",Merchandise,True,0.00389899369167736
84970s,813.86,387,103,98,HANGING HEART ZINC T-LIGHT HOLDER,Merchandise,True,0.003893539884550351
22408,813.67,662,97,95,MONEY BOX CONFECTIONERY DESIGN,Merchandise,True,0.0038926309166958492
22447,813.1600000000001,252,84,82,PIN CUSHION BABUSHKA BLUE,Merchandise,True,0.003890191055612714
20833,811.8,52,5,5,SHAKER THROW  QUILTED,Merchandise,True,0.003883684759391019
21222,809.67,623,136,133,SET/4 BADGES BEETLES,Merchandise,True,0.003873494751337924
85145,809.05,91,30,30,JARDIN ETCHED GLASS LARGE BELL JAR,Merchandise,True,0.0038705286457074452
16011,808.98,3858,114,112,ANIMAL STICKERS,Merchandise,True,0.0038701937628136816
47594B,808.39,408,122,122,SCOTTIES DESIGN WASHBAG,Merchandise,True,0.0038673711784233877
84922,808.22,342,17,17,PINK BUTTERFLY WASHBAG,Merchandise,True,0.003866557891395676
23022,808.16,422,24,22,SMALL BONNE JAM JAR  T-LIGHT HOLDER,Merchandise,True,0.0038662708489153063
21454,807.6,937,197,194,PAINTED PINK RABBIT ,Merchandise,True,0.0038635917857651977
20901,806.58,91,67,67,VINTAGE KEEPSAKE BOX PINK FLOWER,Merchandise,True,0.0038587120635989263
84767,806.22,195,6,6,ZINC POLICE BOX LANTERN,Merchandise,True,0.003856989808716713
47574A,805.48,576,131,129,ENGLISH ROSE SCENTED HANGING FLOWER,Merchandise,True,0.0038534496181254966
84951B,802.73,565,121,120,SET OF 4 BLACK LOVEBIRD COASTERS,Merchandise,True,0.003840293504441923
23409,801.68,215,43,43,PHOTO FRAME LINEN AND LACE LARGE,Merchandise,True,0.003835270261035467
85044,801.4,149,40,40,RED REINDEER STRING OF 20 LIGHTS,Merchandise,True,0.0038339307294604124
85017A,799.8,1166,180,174,ENVELOPE 50 ROMANTIC IMAGES,Merchandise,True,0.003826276263317242
72801G,798.62,1325,66,64,4 BURGUNDY WINE DINNER CANDLES,Merchandise,True,0.0038206310945366542
21015,797.3299999999999,1720,194,186,DARK BIRD HOUSE TREE DECORATION,Merchandise,True,0.0038144596812087223
21455,797.27,901,171,167,PAINTED YELLOW WOODEN DAISY,Merchandise,True,0.003814172638728354
20997,796.74,170,83,83,ROSE DU SUD CUSHION COVER ,Merchandise,True,0.0038116370968184292
21723,796.2099999999999,895,142,135,ALPHABET HEARTS STICKER SHEET,Merchandise,True,0.0038091015549085033
22058,795.72,520,110,103,CERAMIC LOVE HEARTS DESIGN MUG,Merchandise,True,0.003806757374652158
23487,795.5799999999999,80,44,44,SWEET HEART CAKE CARRIER,Merchandise,True,0.0038060876088646303
37494A,793.44,237,51,51,FAIRY CAKE CERAMIC BUTTER DISH,Merchandise,True,0.0037958497603981407
23521,793.37,413,44,44,WALL ART CAT AND BIRD ,Merchandise,True,0.003795514877504377
84625D,793.34,650,52,51,WHITE NEWBAROQUE CANDLESTICK CANDLE,Merchandise,True,0.0037953713562641923
35915C,793.32,662,82,82,PEACH KNITTED HEN ,Merchandise,True,0.003795275675437403
23519,792.31,224,24,24,EMBROIDERED RIBBON REEL CLAIRE,Merchandise,True,0.0037904437936845258
45008C,792.0699999999999,83,34,34,DECORATIVE NET CANOPY CREAM,Merchandise,True,0.00378929562376305
84712B,791.01,101,61,60,PINK JEWELLED PHOTO FRAME,Merchandise,True,0.0037842245399432005
23335,790.7800000000001,377,97,96,EGG FRYING PAN IVORY ,Merchandise,True,0.00378312421043512
23568,787.52,630,48,48,EGG CUP HENRIETTA HEN CREAM ,Merchandise,True,0.00376752823566841
90200B,783.95,185,85,84,BLACK SWEETHEART BRACELET,Merchandise,True,0.003750449208086462
72799C,783.1,471,48,48,PINK PILLAR CANDLE SILVER FLOCK,Merchandise,True,0.0037463827729479022
20989,782.18,407,57,57,URBAN CHIC CHOPSTICKS SET/5,Merchandise,True,0.0037419814549155797
20910,781.8199999999999,108,48,47,VINTAGE PHOTO ALBUM PARIS DAYS,Merchandise,True,0.0037402592000333663
37461,779.89,743,97,95,FUNKY MONKEY MUG,Merchandise,True,0.003731026000248167
21456,776.05,738,66,65,2 PICTURE BOOK EGGS EASTER CHICKS,Merchandise,True,0.003712655281504558
90200A,770.91,182,104,99,PURPLE SWEETHEART BRACELET,Merchandise,True,0.0036880653090196236
35095B,770.84,1957,181,177,RED VICTORIAN FABRIC OVAL BOX,Merchandise,True,0.0036877304261258605
22640,770.49,359,90,87,SET OF 4 NAPKIN CHARMS 3 KEYS ,Merchandise,True,0.0036860560116570417
23115,770.32,152,45,45,RED APPLES CHOPPING BOARD   ,Merchandise,True,0.00368524272462933
84761,768.8499999999999,276,61,61,IVORY HANGING BIRD PLANTER ,Merchandise,True,0.0036782101838602915
21554,767.75,167,22,22,CERAMIC BIRDHOUSE RED ROOF LARGE,Merchandise,True,0.0036729477383868627
72755C,767.0,592,14,14,FLOWER FAIRY OIL BURNER SET ROSE,Merchandise,True,0.0036693597073822514
72750A,766.85,383,16,16,"F.FAIRY S/3 CANDLE/GLASS,LILY/VALLY",Merchandise,True,0.0036686421011813295
84029C,766.19,204,48,48,BROWN FURRY HOT WATER BOTTLE,Merchandise,True,0.003665484633897272
23140,766.1,182,52,52,TRIPLE WIRE HOOK IVORY HEART,Merchandise,True,0.0036650540701767182
16259,766.09,5473,55,55,PIECE OF CAMO STATIONERY SET,Merchandise,True,0.0036650062297633236
84952C,765.13,413,47,42,MIRROR LOVE BIRD T-LIGHT HOLDER,Merchandise,True,0.0036604135500774215
16244B,765.02,345,29,28,MAXWELL 2 TONE BLUE 60 PAGE PHOTO A,Merchandise,True,0.003659887305530078
23550,763.1,1855,64,64,WRAP ALPHABET POSTER  ,Merchandise,True,0.003650701946158274
35811A,762.97,434,84,84,ENAMEL PINK SUGAR CONTAINER,Merchandise,True,0.0036500800207841418
23006,762.75,1758,173,173,TRAVEL CARD WALLET FLOWER MEADOW,Merchandise,True,0.003649027531689455
23458,762.4499999999999,51,30,30,DOLLY CABINET 3 DRAWERS ,Merchandise,True,0.003647592319287611
22124,761.97,302,134,132,SET OF 2 TEA TOWELS PING MICROWAVE,Merchandise,True,0.00364529597944466
84762C,761.25,105,43,43,GREEN PICNIC BARBECUE BUCKET,Merchandise,True,0.0036418514696802333
21377,760.8299999999999,527,101,98,SMALL CAMPHOR WOOD FIELD  MUSHROOM,Merchandise,True,0.003639842172317651
23025,760.8000000000001,350,54,54,DRAWER KNOB VINTAGE GLASS BALL,Merchandise,True,0.003639698651077467
90209C,760.79,402,68,66,PINK ENAMEL+GLASS HAIR COMB,Merchandise,True,0.0036396508106640714
23123,759.57,935,95,95,COCKTAIL SWORDS 50 PIECES,Merchandise,True,0.003633814280229905
84663A,758.21,375,66,64,GRASS HOPPER WOODEN WALL CLOCK ,Merchandise,True,0.0036273079840082097
22638,758.18,414,78,74,SET OF 4 NAPKIN CHARMS CROWNS ,Merchandise,True,0.003627164462768025
23282,757.86,812,137,135,FOLDING BUTTERFLY MIRROR IVORY ,Merchandise,True,0.0036256335695393914
85131B,757.09,979,225,216,BEADED CRYSTAL HEART GREEN ON STICK,Merchandise,True,0.003621949857707991
21298,755.8,52,14,14,EDWARDIAN 2 DRAWER WALL CABINET ,Merchandise,True,0.0036157784443800593
85135A,754.59,94,63,63,YELLOW DRAGONFLY HELICOPTER,Merchandise,True,0.003609989754359287
47581B,753.77,46,36,36,FAIRY CAKE WICKER PICNIC BASKET ,Merchandise,True,0.0036060668404609125
17165B,751.68,810,61,57,ASS COL LARGE SAND GECKO P'WEIGHT,Merchandise,True,0.003596068194061396
21194,751.5,578,97,95,PINK  HONEYCOMB PAPER FAN,Merchandise,True,0.0035952070666202896
23124,751.38,567,43,43,18PC WOODEN CUTLERY SET DISPOSABLE,Merchandise,True,0.0035946329816595513
84653,750.48,14,12,12,GREEN ROSE QUILT ,Merchandise,True,0.003590327344454018
21319,750.33,510,66,65,GLASS CHALICE GREEN  SMALL ,Merchandise,True,0.0035896097382530964
23223,750.19,801,89,88,CHRISTMAS TREE HANGING SILVER ,Merchandise,True,0.003588939972465569
21344,749.82,166,26,26,MOROCCAN BEATEN METAL DISH,Merchandise,True,0.003587169877169961
90209B,749.65,389,103,97,GREEN ENAMEL+GLASS HAIR COMB,Merchandise,True,0.003586356590142249
90161B,749.43,150,78,76,ANT COPPER TURQ BOUDICCA BRACELET,Merchandise,True,0.0035853041010475623
21001,749.01,148,95,90,ROSE DU SUD WASHBAG ,Merchandise,True,0.003583294803684981
84615,748.48,240,21,21,PINK ROUND BUTTERFLY MIRROR ,Merchandise,True,0.003580759261775056
35647,748.24,563,75,74,VINTAGE BEAD PINK SHADE ,Merchandise,True,0.0035796110918535798
84620,746.61,121,50,50,BLUE GINGHAM ROSE CUSHION COVER,Merchandise,True,0.0035718131044702255
84842,744.15,1505,35,35,HELLO SAILOR BATHROOM SET,Merchandise,True,0.003560044362775101
72800A,743.26,674,46,46,S/4 BLACK DINNER CANDLE SILVER FLOC,Merchandise,True,0.0035557865659829623
84689,742.9,312,40,40,S/2 BEACH HUT TREASURE CHESTS,Merchandise,True,0.003554064311100749
20854,742.78,459,114,107,BLUE PATCH PURSE PINK HEART,Merchandise,True,0.003553490226140011
84821,742.5,1318,75,74,DANISH ROSE DELUXE COASTER,Merchandise,True,0.0035521506945649563
23325,740.9399999999999,462,35,35,RUSTIC STRAWBERRY JAM POT SMALL,Merchandise,True,0.0035446875900753652
21503,740.42,1801,64,64,TOYBOX  WRAP ,Merchandise,True,0.0035421998885788353
23114,737.95,149,45,45,VINTAGE LEAF CHOPPING BOARD  ,Merchandise,True,0.0035303833064703164
85130C,737.89,659,69,68,BEADED CRYSTAL HEART BLUE  LARGE,Merchandise,True,0.003530096263989947
84033,735.38,392,50,49,FLAG OF ST GEORGE ,Merchandise,True,0.003518088320227849
84715,734.8900000000001,241,47,47,SET OF 6 ICE CREAM SKITTLES,Merchandise,True,0.0035157441399715035
21415,734.57,351,84,82,CLAM SHELL SMALL ,Merchandise,True,0.003514213246742869
79030D,734.26,1016,63,61,TUMBLER BAROQUE,Merchandise,True,0.0035127301939276295
23454,733.2,174,55,52,THREE MINI HANGING FRAMES,Merchandise,True,0.0035076591101077794
84708B,732.7900000000001,142,54,53,PINK JEWELLED PHOTO FRAME ,Merchandise,True,0.0035056976531585926
85230F,732.66,2970,63,62,JASMINE VOTIVE CANDLE,Merchandise,True,0.003505075727784459
23435,732.4200000000001,824,99,99,3 RAFFIA RIBBONS VINTAGE CHRISTMAS,Merchandise,True,0.003503927557862984
21365,731.5300000000001,476,81,77,MIRRORED WALL ART STARS,Merchandise,True,0.003499669761070846
ADJUST2,731.0500000000001,3,3,3,Adjustment by Peter on Jun 25 2010 ,Merchandise,True,0.0034973734212278944
47503F,729.9499999999999,2567,11,11,ASS FLORAL PRINT TORCH,Merchandise,True,0.0034921109757544647
22100,729.55,1016,138,127,SKULLS SQUARE TISSUE BOX,Merchandise,True,0.0034901973592186717
21378,728.97,560,88,88,SMALL TALL CAMPHOR WOOD TOADSTOOL,Merchandise,True,0.003487422615241773
35095A,728.9200000000001,1813,169,166,BLUE VICTORIAN FABRIC OVAL BOX,Merchandise,True,0.003487183413174799
21221,728.4399999999999,547,111,107,SET/4 BADGES CUTE CREATURES,Merchandise,True,0.003484887073331848
21443,727.9300000000001,257,26,26,OLIVE CHALET BIRDFEEDER,Merchandise,True,0.0034824472122487126
20657,727.72,1878,119,118,TROPICAL LUGGAGE TAG,Merchandise,True,0.003481442563567421
23522,727.4399999999999,354,32,32,WALL ART DOG AND BALL ,Merchandise,True,0.0034801030319923662
84976,726.12,675,57,56,RECTANGULAR SHAPED MIRROR,Merchandise,True,0.0034737880974242507
23562,724.59,251,43,43,SET OF 6 RIBBONS PERFECTLY PRETTY  ,Merchandise,True,0.003466468514174844
21026,724.25,553,129,124,SPACE OWL,Merchandise,True,0.0034648419401194204
22345,724.12,1480,133,128,PARTY PIZZA DISH BLUE POLKADOT,Merchandise,True,0.0034642200147452884
85017C,723.92,1092,122,119,ENVELOPE 50 CURIOUS IMAGES,Merchandise,True,0.0034632632064773915
85088,723.85,347,79,78,CANDY SPOT HAND BAG,Merchandise,True,0.0034629283235836283
84595E,723.5699999999999,367,43,43,LARGE TORTILLA DESIGN RED BOWL,Merchandise,True,0.003461588792008573
84971L,723.51,585,59,58,LARGE HEART FLOWERS HOOK   ,Merchandise,True,0.0034613017495282042
84569A,722.44,576,117,112,PACK 3 IRON ON DOG PATCHES,Merchandise,True,0.0034561828252949595
20701,721.49,353,50,50,PINK CAT FLORAL CUSHION COVER ,Merchandise,True,0.003451637986022452
10134,721.13,625,54,52,COLOURING PENCILS BROWN TUBE,Merchandise,True,0.0034499157311402386
