StockCode,Description,GrossRevenue,NetRevenue,UnitsSold,SalesLines,Orders,ReturnValue,ReturnedUnits,DescriptionQualityFlag,CommercialValidity,ReturnValueRate,ReturnRisk,CommercialPerformanceScore,StrategicClassification,IsOperationalRecord,IsMissingDescription,HasCommercialActivity,ProductMasterStatus,CommercialPriority,ReturnRiskFlag,IncludeInExecutiveAnalytics,IsNonMerchandise,IsCommercialMerchandise,ExecutiveScope,ScopeReason,RevenueShare,RevenueRank,ExecutiveProductTier
72484,ROSES IN WHITE HEART CANDLE,991.38,991.38,1818,68,66,0.0,0,Commercial Description,Valid,0.0,Low,0.5929,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,5.128506365157308e-05,2498,Tier 4 - Long Tail
85049e,SCANDINAVIAN REDS RIBBONS,990.6900000000002,990.69,297,64,61,0.0,0,Commercial Description,Valid,0.0,Low,0.4999,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,5.124936927210246e-05,2499,Tier 4 - Long Tail
20773,BLUE PAISLEY NOTEBOOK,992.03,990.38,3356,130,121,-1.65,1,Commercial Description,Valid,0.0017,Low,0.6229,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,5.123333266683305e-05,2500,Tier 4 - Long Tail
84964B,BLUE PAINTED KASHMIRI TABLE,990.0,990.0,17,4,4,0.0,0,Commercial Description,Valid,0.0,Low,0.4206,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,5.121367489263184e-05,2501,Tier 4 - Long Tail
21427,SKULLS STORAGE BOX SMALL,1023.02,989.42,517,135,127,-33.6,16,Commercial Description,Valid,0.0328,Low,0.5252,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,5.118367092148262e-05,2502,Tier 4 - Long Tail
22108,PING! MICROWAVE PLATE,1002.26,987.26,320,134,129,-15.0,4,Commercial Description,Valid,0.015,Low,0.503,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,5.107193199444415e-05,2503,Tier 4 - Long Tail
78124,MAGAZINE RACK GEBRA ASSORTED,986.11,986.11,736,32,31,0.0,0,Commercial Description,Valid,0.0,Low,0.5414,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,5.1012441361993115e-05,2504,Tier 4 - Long Tail
85071A,BLUE CHARLIE+LOLA PERSONAL DOORSIGN,1433.39,984.99,1913,152,149,-448.4,152,Commercial Description,Valid,0.3128,Very High,0.5947,High Return Risk,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Critical,True,False,True,Included,Included,5.095450265908428e-05,2505,Tier 4 - Long Tail
84686,BEACH HUT MIRROR,1027.79,984.39,389,82,82,-43.4,20,Commercial Description,Valid,0.0422,Low,0.5116,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,5.092346406824026e-05,2506,Tier 4 - Long Tail
20878,SET/9 CHRISTMAS T-LIGHTS SCENTED,982.51,982.51,761,97,87,0.0,0,Commercial Description,Valid,0.0,Low,0.543,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,5.0826209816929e-05,2507,Tier 4 - Long Tail
85025B,EAU DE NILE HEART SHAPE PHOTO FRAME,988.76,982.16,571,102,98,-6.6,4,Commercial Description,Valid,0.0067,Low,0.5285,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,5.080810397226999e-05,2508,Tier 4 - Long Tail
84918,CREAM C/COVER W YELLOW/GREEN FLOWER,995.1199999999998,981.22,208,67,67,-13.9,2,Commercial Description,Valid,0.014,Low,0.4835,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,5.075947684661436e-05,2509,Tier 4 - Long Tail
21417,COCKLE SHELL DISH,1030.2099999999998,977.71,504,122,120,-52.50000000000001,25,Commercial Description,Valid,0.051,Moderate,0.523,Monitor Return Risk,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Moderate,True,False,True,Included,Included,5.057790109017685e-05,2510,Tier 4 - Long Tail
82616B,FRAPPUCINO SCARF KNITTING KIT,991.42,977.22,611,135,128,-14.2,10,Commercial Description,Valid,0.0143,Low,0.5313,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,5.055255290765423e-05,2511,Tier 4 - Long Tail
23512,EMBROIDERED RIBBON REEL ROSIE,975.24,975.24,500,57,57,0.0,0,Commercial Description,Valid,0.0,Low,0.5225,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,5.0450125557868965e-05,2512,Tier 4 - Long Tail
22104,MIRROR MOSAIC CANDLE PLATE,974.7199999999998,974.72,1191,101,99,0.0,0,Commercial Description,Valid,0.0,Low,0.567,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,5.042322544580415e-05,2513,Tier 4 - Long Tail
21850,BLUE  DIAMANTE PEN IN GIFT BOX,1127.2,974.2,459,114,107,-153.0,36,Commercial Description,Valid,0.1357,Moderate,0.5181,Monitor Return Risk,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Moderate,True,False,True,Included,Included,5.0396325333739335e-05,2514,Tier 4 - Long Tail
20774,GREEN FERN NOTEBOOK,975.6799999999996,974.03,3492,131,125,-1.65,1,Commercial Description,Valid,0.0017,Low,0.623,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,5.0387531066333525e-05,2515,Tier 4 - Long Tail
84873a,FUNKY FLOWER PICNIC BAG FOR 4,973.36,973.36,88,59,59,0.0,0,Commercial Description,Valid,0.0,Low,0.455,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,5.03528713065577e-05,2516,Tier 4 - Long Tail
79323G,GOLD  CHERRY LIGHTS,2007.88,970.43,314,89,89,-1037.45,175,Commercial Description,Valid,0.5167,Very High,0.5002,High Return Risk,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Critical,True,False,True,Included,Included,5.020129952126941e-05,2517,Tier 4 - Long Tail
21562,HAWAIIAN GRASS SKIRT,970.28,970.28,678,74,73,0.0,0,Commercial Description,Valid,0.0,Low,0.5356,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,5.01935398735584e-05,2518,Tier 4 - Long Tail
23380,PACK OF 12 VINTAGE DOILY TISSUES,983.5,969.46,2344,125,123,-14.04,36,Commercial Description,Valid,0.0143,Low,0.6042,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,5.015112046607158e-05,2519,Tier 4 - Long Tail
20998,ROSE DU SUD OVEN GLOVE,969.23,969.23,332,133,128,0.0,0,Commercial Description,Valid,0.0,Low,0.5029,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,5.013922233958137e-05,2520,Tier 4 - Long Tail
85130D,BEADED CRYSTAL HEART PINK LARGE,967.1,967.1,793,111,107,0.0,0,Commercial Description,Valid,0.0,Low,0.5427,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,5.0029035342085105e-05,2521,Tier 4 - Long Tail
23514,EMBROIDERED RIBBON REEL SALLY,977.39,964.91,478,75,75,-12.48,6,Commercial Description,Valid,0.0128,Low,0.5191,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,4.991574448550443e-05,2522,Tier 4 - Long Tail
22512,DOORSTOP RACING CAR DESIGN,963.79,963.79,385,74,73,0.0,0,Commercial Description,Valid,0.0,Low,0.5088,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,4.9857805782595596e-05,2523,Tier 4 - Long Tail
20758,ABSTRACT CIRCLES POCKET BOOK,964.47,963.62,5438,102,98,-0.85,1,Commercial Description,Valid,0.0009,Low,0.6377,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,4.984901151518979e-05,2524,Tier 4 - Long Tail
23518,EMBROIDERED RIBBON REEL RACHEL,980.41,963.07,361,45,45,-17.34,6,Commercial Description,Valid,0.0177,Low,0.5061,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,4.982055947358278e-05,2525,Tier 4 - Long Tail
17012C,ORIGAMI LAVENDER INCENSE/CANDL SET,962.9500000000002,962.95,861,118,114,0.0,0,Commercial Description,Valid,0.0,Low,0.5462,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,4.981435175541397e-05,2526,Tier 4 - Long Tail
21060,PARTY INVITES BALLOON GIRL,962.75,962.75,1288,152,151,0.0,0,Commercial Description,Valid,0.0,Low,0.5695,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,4.980400555846596e-05,2527,Tier 4 - Long Tail
21208,PASTEL COLOUR HONEYCOMB FAN,980.27,962.63,1079,129,126,-17.64,42,Commercial Description,Valid,0.018,Low,0.5591,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,4.9797797840297156e-05,2528,Tier 4 - Long Tail
21691,SILVER VANILLA FLOWER CANDLE POT,960.99,960.99,249,80,73,0.0,0,Commercial Description,Valid,0.0,Low,0.4877,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,4.9712959025323505e-05,2529,Tier 4 - Long Tail
72814,SET/3 CHRISTMAS BRIAR CANDLES,967.92,960.42,266,61,59,-7.5,2,Commercial Description,Valid,0.0077,Low,0.4908,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,4.968347236402168e-05,2530,Tier 4 - Long Tail
21641,ASSORTED TUTTI FRUTTI KEYRING BALL,959.5899999999998,959.59,1674,117,112,0.0,0,Commercial Description,Valid,0.0,Low,0.5838,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,4.9640535646687466e-05,2531,Tier 4 - Long Tail
85197,SET OF 12 MINI BUNNIES IN A BUCKET,959.4600000000004,959.46,1669,80,78,0.0,0,Commercial Description,Valid,0.0,Low,0.5834,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,4.963381061867126e-05,2532,Tier 4 - Long Tail
72753B,S/3 FLWR FAIRY LAVENDER CANDLES,957.7299999999998,957.73,445,15,15,0.0,0,Commercial Description,Valid,0.0,Low,0.5144,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,4.9544316015071e-05,2533,Tier 4 - Long Tail
21805,WHITE CHRISTMAS TREE DECORATION,957.63,957.63,2221,106,104,0.0,0,Commercial Description,Valid,0.0,Low,0.599,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,4.9539142916596995e-05,2534,Tier 4 - Long Tail
23460,SWEETHEART WALL TIDY,1007.08,957.33,108,47,47,-49.75,5,Commercial Description,Valid,0.0494,Low,0.4586,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,4.952362362117499e-05,2535,Tier 4 - Long Tail
84466,TOP SECRET PEN SET,1348.36,956.51,1256,84,84,-391.85,397,Commercial Description,Valid,0.2906,High,0.5666,High Return Risk,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,High,True,False,True,Included,Included,4.948120421368816e-05,2536,Tier 4 - Long Tail
85124B,BLUE JUICY FRUIT PHOTO FRAME,971.62,956.32,366,106,103,-15.3,6,Commercial Description,Valid,0.0157,Low,0.5051,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,4.947137532658756e-05,2537,Tier 4 - Long Tail
21636,MADRAS NOTEBOOK MEDIUM,985.74,955.14,1014,103,100,-30.6,12,Commercial Description,Valid,0.031,Low,0.5538,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,4.941033276459432e-05,2538,Tier 4 - Long Tail
21726,MULTI HEARTS  STICKERS,956.41,954.71,1105,166,157,-1.7,2,Commercial Description,Valid,0.0018,Low,0.5591,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,4.938808844115611e-05,2539,Tier 4 - Long Tail
85018D,YULETIDE IMAGES S/6 PAPER BOXES,992.85,954.6,796,86,82,-38.25,21,Commercial Description,Valid,0.0385,Low,0.5405,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,4.93823980328347e-05,2540,Tier 4 - Long Tail
71279,PINK GLASS CANDLEHOLDER,995.72,954.42,300,92,88,-41.30000000000001,14,Commercial Description,Valid,0.0415,Low,0.4948,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,4.9373086455581494e-05,2541,Tier 4 - Long Tail
85032B,BLOSSOM IMAGES GIFT WRAP SET,953.34,953.34,982,152,152,0.0,0,Commercial Description,Valid,0.0,Low,0.5513,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,4.931721699206226e-05,2542,Tier 4 - Long Tail
84907,PINK/YELLOW PATCH CUSHION COVER,999.17,953.27,391,43,43,-45.900000000000006,6,Commercial Description,Valid,0.0459,Low,0.5069,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,4.931359582313046e-05,2543,Tier 4 - Long Tail
20892,SET/3 TALL GLASS CANDLE HOLDER PINK,1159.08,952.93,105,51,48,-206.15,21,Commercial Description,Valid,0.1779,High,0.4566,High Return Risk,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,High,True,False,True,Included,Included,4.9296007288318844e-05,2544,Tier 4 - Long Tail
85019B,BLOSSOM  IMAGES NOTEBOOK SET,982.47,952.47,718,49,49,-30.0,24,Commercial Description,Valid,0.0305,Low,0.5347,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,4.9272211035338434e-05,2545,Tier 4 - Long Tail
85032C,CURIOUS IMAGES GIFT WRAP SET,959.19,951.39,892,164,162,-7.800000000000001,12,Commercial Description,Valid,0.0081,Low,0.5453,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,4.9216341571819194e-05,2546,Tier 4 - Long Tail
84341B,SMALL PINK MAGIC CHRISTMAS TREE,950.07,950.07,1786,135,123,0.0,0,Commercial Description,Valid,0.0,Low,0.5852,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,4.9148056671962354e-05,2547,Tier 4 - Long Tail
47589,CONGRATULATIONS BUNTING,1008.73,948.78,183,86,85,-59.95,11,Commercial Description,Valid,0.0594,Moderate,0.4746,Monitor Return Risk,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Moderate,True,False,True,Included,Included,4.9081323701647714e-05,2548,Tier 4 - Long Tail
23540,WALL ART THE MAGIC FOREST,947.06,947.06,150,14,14,0.0,0,Commercial Description,Valid,0.0,Low,0.4679,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,4.8992346407894856e-05,2549,Tier 4 - Long Tail
20778,GARDEN PATH NOTEBOOK,950.9599999999996,946.01,3615,98,95,-4.949999999999999,3,Commercial Description,Valid,0.0052,Low,0.6202,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,4.893802887391782e-05,2550,Tier 4 - Long Tail
22994,TRAVEL CARD WALLET RETROSPOT,956.94,944.34,2194,225,224,-12.6,30,Commercial Description,Valid,0.0132,Low,0.5961,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,4.885163812940197e-05,2551,Tier 4 - Long Tail
85031A,ROMANTIC IMAGES SCRAP BOOK SET,943.44,943.44,477,103,103,0.0,0,Commercial Description,Valid,0.0,Low,0.515,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,4.8805080243135945e-05,2552,Tier 4 - Long Tail
84816,DANISH ROSE BEDSIDE CABINET,1278.3500000000004,937.75,33,29,29,-340.6,9,Commercial Description,Valid,0.2664,High,0.4266,High Return Risk,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,High,True,False,True,Included,Included,4.851073093996516e-05,2553,Tier 4 - Long Tail
85189,HANGING BUTTERFLY  EGG,967.95,937.35,1176,76,75,-30.6,36,Commercial Description,Valid,0.0316,Low,0.5609,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,4.8490038546069146e-05,2554,Tier 4 - Long Tail
20830,SILVER PHOTO FRAME,964.61,937.29,407,88,87,-27.32,11,Commercial Description,Valid,0.0283,Low,0.5069,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,4.848693468698474e-05,2555,Tier 4 - Long Tail
23183,MOTHER'S KITCHEN SPOON REST,967.17,937.17,226,88,87,-30.0,8,Commercial Description,Valid,0.031,Low,0.4808,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,4.848072696881594e-05,2556,Tier 4 - Long Tail
84963A,PINK PAINTED KASHMIRI CHAIR,935.15,935.15,27,11,10,0.0,0,Commercial Description,Valid,0.0,Low,0.4217,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,4.8376230379641076e-05,2557,Tier 4 - Long Tail
82001s,VINYL RECORD FRAME SILVER,932.98,932.98,125,29,29,0.0,0,Commercial Description,Valid,0.0,Low,0.4608,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,4.8263974142755206e-05,2558,Tier 4 - Long Tail
21299,EDWARDIAN TOILET ROLL UNIT,966.35,932.95,166,39,39,-33.4,4,Commercial Description,Valid,0.0346,Low,0.4691,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,4.8262422213213007e-05,2559,Tier 4 - Long Tail
85160A,WHITE BIRD GARDEN DESIGN MUG,1493.75,932.15,8816,35,35,-561.6,4320,Commercial Description,Valid,0.376,Very High,0.6457,High Return Risk,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Critical,True,False,True,Included,Included,4.8221037425420976e-05,2560,Tier 4 - Long Tail
47504E,ENGLISH ROSE SCISSORS,931.86,931.86,4387,50,50,0.0,0,Commercial Description,Valid,0.0,Low,0.6255,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,4.820603543984637e-05,2561,Tier 4 - Long Tail
35954,SMALL FOLKART STAR CHRISTMAS DEC,931.55,931.55,2325,125,115,0.0,0,Commercial Description,Valid,0.0,Low,0.5977,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,4.8189998834576954e-05,2562,Tier 4 - Long Tail
20775,DAISY NOTEBOOK,931.5499999999998,931.55,3606,119,116,0.0,0,Commercial Description,Valid,0.0,Low,0.6184,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,4.8189998834576954e-05,2563,Tier 4 - Long Tail
21720,CAKE SHOP  STICKER SHEET,940.86,930.66,1081,115,113,-10.2,12,Commercial Description,Valid,0.0108,Low,0.5545,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,4.8143958258158326e-05,2564,Tier 4 - Long Tail
84664,CHERRY BLOSSOM BATHROOM CABINET,955.35,930.6,193,55,55,-24.75,5,Commercial Description,Valid,0.0259,Low,0.4737,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,4.814085439907393e-05,2565,Tier 4 - Long Tail
23179,CLOCK MAGNET MUM'S KITCHEN,930.48,930.48,324,53,53,0.0,0,Commercial Description,Valid,0.0,Low,0.4954,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,4.8134646680905125e-05,2566,Tier 4 - Long Tail
84800L,LARGE WHITE/PINK ROSE ART FLOWER,970.7900000000002,930.23,650,41,41,-40.56,24,Commercial Description,Valid,0.0418,Low,0.5265,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,4.8121713934720115e-05,2567,Tier 4 - Long Tail
22096,PINK PAISLEY SQUARE TISSUE BOX,946.38,929.04,1671,191,182,-17.34,18,Commercial Description,Valid,0.0183,Low,0.5787,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,4.8060154062879476e-05,2568,Tier 4 - Long Tail
18007,ESSENTIAL BALM 3.5g TIN IN ENVELOPE,1048.5800000000002,928.58,11423,80,74,-120.0,2400,Commercial Description,Valid,0.1144,Moderate,0.649,Monitor Return Risk,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Moderate,True,False,True,Included,Included,4.8036357809899066e-05,2569,Tier 4 - Long Tail
85111,SILVER GLITTER FLOWER VOTIVE HOLDER,969.15,927.39,2919,81,79,-41.76,144,Commercial Description,Valid,0.0431,Low,0.6089,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,4.797479793805843e-05,2570,Tier 4 - Long Tail
20903,VINTAGE KEEPSAKE BOX TRAVELOGUE,932.5,926.15,189,89,88,-6.35,1,Commercial Description,Valid,0.0068,Low,0.4725,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,4.791065151698079e-05,2571,Tier 4 - Long Tail
72800C,S/4 PINK DINNER CANDLE SILVER FLOCK,924.84,924.84,660,80,78,0.0,0,Commercial Description,Valid,0.0,Low,0.527,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,4.7842883926971345e-05,2572,Tier 4 - Long Tail
21724,PANDA AND BUNNIES STICKER SHEET,926.47,924.77,1038,189,180,-1.7,2,Commercial Description,Valid,0.0018,Low,0.5507,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,4.783926275803954e-05,2573,Tier 4 - Long Tail
22703,PINK CAT BOWL,923.91,923.91,514,166,165,0.0,0,Commercial Description,Valid,0.0,Low,0.5155,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,4.7794774111163114e-05,2574,Tier 4 - Long Tail
23178,JAM CLOCK MAGNET,936.89,922.44,327,71,71,-14.45,5,Commercial Description,Valid,0.0154,Low,0.4952,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,4.7718729563595266e-05,2575,Tier 4 - Long Tail
85130B,BEADED CRYSTAL HEART GREEN LARGE,921.69,921.69,912,84,83,0.0,0,Commercial Description,Valid,0.0,Low,0.5426,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,4.767993132504024e-05,2576,Tier 4 - Long Tail
21702,SET 5 MINI GATEAUX  FRIDGE MAGNETS,918.68,918.68,2636,9,9,0.0,0,Commercial Description,Valid,0.0,Low,0.6034,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,4.7524221060972744e-05,2577,Tier 4 - Long Tail
84929,ASSTD FRUIT+FLOWERS FRIDGE MAGNETS,1007.52,918.23,3096,99,99,-89.28999999999999,163,Commercial Description,Valid,0.0886,Moderate,0.61,Monitor Return Risk,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Moderate,True,False,True,Included,Included,4.750094211783973e-05,2578,Tier 4 - Long Tail
22143,CHRISTMAS CRAFT HEART DECORATIONS,942.88,917.68,446,78,77,-25.2,12,Commercial Description,Valid,0.0267,Low,0.5085,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,4.747249007623271e-05,2579,Tier 4 - Long Tail
20831,GOLD PHOTO FRAME,927.96,915.36,474,81,80,-12.6,6,Commercial Description,Valid,0.0136,Low,0.511,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,4.735247419163584e-05,2580,Tier 4 - Long Tail
21129,SILVER FISHING GNOME,949.4400000000002,914.69,124,63,62,-34.75,5,Commercial Description,Valid,0.0366,Low,0.4576,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,4.731781443186002e-05,2581,Tier 4 - Long Tail
21007,ETCHED GLASS DROPLET DECORATION,914.67,914.67,1927,50,50,0.0,0,Commercial Description,Valid,0.0,Low,0.5849,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,4.731677981216521e-05,2582,Tier 4 - Long Tail
85214,TUB 24 PINK FLOWER PEGS,914.28,914.28,531,180,173,0.0,0,Commercial Description,Valid,0.0,Low,0.5153,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,4.7296604728116604e-05,2583,Tier 4 - Long Tail
46776C,WOVEN FROST CUSHION COVER,913.52,913.52,260,99,96,0.0,0,Commercial Description,Valid,0.0,Low,0.4827,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,4.7257289179714176e-05,2584,Tier 4 - Long Tail
21676,FLOWERS  STICKERS,909.87,909.87,1212,162,159,0.0,0,Commercial Description,Valid,0.0,Low,0.5585,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,4.706847108541306e-05,2585,Tier 4 - Long Tail
